FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ24242,End Stage Renal Dialysis,24242,Pennsauken Dialysis Center,7024 Kaighns Avenue,Pennsauken,NJ,8109,"PENNSAUKEN, NJ  08109",Camden,39.9339085,-75.0761736,"7024 Kaighns Avenue, Pennsauken, NJ, US"
NJ23262,Ambulatory Surgical Center,23262,"Performance Surgery Cente, Llc","1084 Main Avenue, Second Floor",Clifton,NJ,7011,"CLIFTON, NJ  07011",Passaic,40.874037,-74.138422,"1084 Main Avenue, Second Floor, Clifton, NJ, US"
NJ23997,Ambulatory Care Facility,23997,Personal Care Molecular Imaging,1514 Highway 138,Wall,NJ,7719,"WALL, NJ  07719",Monmouth,40.1673,-74.09717,"1514 Highway 138, Wall, NJ, US"
NJ22620,Ambulatory Care Facility,22620,Perth Amboy Diagnostic Imaging,607 Amboy Avenue,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5209518,-74.2762408,"607 Amboy Avenue, Perth Amboy, NJ, US"
NJ312540,End Stage Renal Dialysis,22400,Perth Amboy Dialysis,271 King Street,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5077756,-74.2670709,"271 King Street, Perth Amboy, NJ, US"
NJ24968,Ambulatory Surgical Center,24948,Phillipsburg Ambulatory Surgery Center,212 Red School Lane,Phillipsburg,NJ,8865,"PHILLIPSBURG, NJ  08865",Warren,40.702651,-75.16529,"212 Red School Lane, Phillipsburg, NJ, US"
NJ24321-1,End Stage Renal Dialysis,24321,Physicians Dialysis At Water'S Edge,512 Union Street,Trenton,NJ,8611,"TRENTON, NJ  08611",Mercer,40.2071362,-74.7617128,"512 Union Street, Trenton, NJ, US"
NJ22820,End Stage Renal Dialysis,22820,Physicians Dialysis Brick,150 Brick Boulevard,Brick,NJ,8723,"BRICK, NJ  08723",Ocean,40.028641,-74.1434833,"150 Brick Boulevard, Brick, NJ, US"
NJ24132,End Stage Renal Dialysis,24132,Physicians Dialysis Hackettstown,"657 Willow Grove St West Wing Med Plaza, Suite 202",Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Morris,60.41667,22.41667,"657 Willow Grove St West Wing Med Plaza, Suite 202, Hackettstown, NJ, US"
NJ24287,End Stage Renal Dialysis,24287,Physicians Dialysis Lawrenceville,1840 Princeton Avenue,Lawrenceville,NJ,8648,"LAWRENCEVILLE, NJ  08648",Mercer,40.245968,-74.74651,"1840 Princeton Avenue, Lawrenceville, NJ, US"
NJ23433,End Stage Renal Dialysis,23433,Physicians Dialysis Somerville,1 Route 206 North,Somerville,NJ,8876,"SOMERVILLE, NJ  08876",Somerset,40.560151,-74.618674,"1 Route 206 North, Somerville, NJ, US"
NJ31C0001021,Surgical Practice,R24531,"Physicians Of Monmouth, Llc","733 North Beers Street, Suite L4",Holmdel,NJ,7733,"HOLMDEL, NJ  07733",Monmouth,40.4041159,-74.1930235,"733 North Beers Street, Suite L4, Holmdel, NJ, US"
NJ22660,Ambulatory Surgical Center,22660,"Physicians' Surgicenter, Llc","1 Plaza Drive, Units 2-4",Toms River,NJ,8757,"TOMS RIVER, NJ  08757",Ocean,39.979031,-74.160429,"1 Plaza Drive, Units 2-4, Toms River, NJ, US"
NJ70789,Ambulatory Surgical Center,70789,Pilgrim Medical Center,393 Bloomfield Avenue,Montclair,NJ,7042,"MONTCLAIR, NJ  07042",Essex,40.8100079,-74.2129392,"393 Bloomfield Avenue, Montclair, NJ, US"
NJ24437,Ambulatory Care Facility,24437,"Pinnacle Mri Group, L.L.C.",97 Linden Avenue,Elmwood Park,NJ,7407,"ELMWOOD PARK, NJ  07407",Bergen,40.9042305,-74.1184403,"97 Linden Avenue, Elmwood Park, NJ, US"
NJ25029,Ambulatory Care Facility,25029,"Pinnacle Mri Group, Llc",345 Henry Street,Orange,NJ,7050,"ORANGE, NJ  07050",Essex,40.7687664,-74.2347542,"345 Henry Street, Orange, NJ, US"
NJ23079,End Stage Renal Dialysis,23079,Plainfield Dialysis,1200 Randolph Road,Plainfield,NJ,7060,"PLAINFIELD, NJ  07060",Union,40.6067336,-74.4127517,"1200 Randolph Road, Plainfield, NJ, US"
NJ24952,End Stage Renal Dialysis,24952,Plainsboro Dialysis,"100 Plainsboro Road, Suite 1A",Plainsboro,NJ,8536,"PLAINSBORO, NJ  08536",Middlesex,40.320645,-74.54368,"100 Plainsboro Road, Suite 1A, Plainsboro, NJ, US"
NJ22470,Ambulatory Care Facility - Satellite,22470,"Planned Parenthood Of  Northern, Central And Southern New Jersey, Inc.",8 Moran Street,Newton,NJ,7860,"NEWTON, NJ  07860",Sussex,41.0580555,-74.7513695,"8 Moran Street, Newton, NJ, US"
NJ22305PP,Ambulatory Care Facility - Satellite,22305,Planned Parenthood Of Metropolitan New Jersey,66-88 Adams Street,Ironbound,NJ,7105,"IRONBOUND, NJ  07105",Essex,40.7304231,-74.157425,"66-88 Adams Street, Ironbound, NJ, US"
NJ70791,Ambulatory Care Facility,70791,Planned Parenthood Of Metropolitan New Jersey,238-240 Mulberry Street,Newark,NJ,7102,"NEWARK, NJ  07102",Essex,40.7308177,-74.1712872,"238-240 Mulberry Street, Newark, NJ, US"
NJ70793,Ambulatory Care Facility - Satellite,70793,Planned Parenthood Of Metropolitan New Jersey,560 Martin Luther King Boulevard,East Orange,NJ,7018,"EAST ORANGE, NJ  07018",Essex,40.770205,-74.217091,"560 Martin Luther King Boulevard, East Orange, NJ, US"
NJ22625,Ambulatory Care Facility - Satellite,22625,Planned Parenthood Of Metropolitan New Jersey,680 Broadway,Paterson,NJ,7514,"PATERSON, NJ  07514",Passaic,40.9176984,-74.1439653,"680 Broadway, Paterson, NJ, US"
NJ22623,Ambulatory Care Facility - Satellite,22623,Planned Parenthood Of Metropolitan New Jersey,750 Hamburg Turnpike,Pompton Lakes,NJ,7442,"POMPTON LAKES, NJ  07442",Passaic,40.9930652,-74.2811213,"750 Hamburg Turnpike, Pompton Lakes, NJ, US"
NJ22303,Ambulatory Care Facility - Satellite,22303,Planned Parenthood Of Metropolitan Nj - Montclaire,29 North Fullerton Avenue,Montclair,NJ,7042,"MONTCLAIR, NJ  07042",Essex,40.8150157,-74.2166664,"29 North Fullerton Avenue, Montclair, NJ, US"
NJ22258,Ambulatory Care Facility - Satellite,22258,Planned Parenthood Of Ncsnj,450 Market Street,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5110696,-74.2828627,"450 Market Street, Perth Amboy, NJ, US"
NJ22524,Ambulatory Care Facility - Satellite,22524,Planned Parenthood Of Ncsnj,10 B Industrial Drive,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.4769369,-74.4822273,"10 B Industrial Drive, New Brunswick, NJ, US"
NJ71370,Ambulatory Care Facility,71370,Planned Parenthood Of Ncsnj,69 East Newman Springs Road,Shrewsbury,NJ,7702,"SHREWSBURY, NJ  07702",Monmouth,40.3379953,-74.0663158,"69 East Newman Springs Road, Shrewsbury, NJ, US"
NJ22458,Ambulatory Care Facility - Satellite,22458,Planned Parenthood Of Ncsnj,800 West Main Street,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.2368373,-74.3099798,"800 West Main Street, Freehold, NJ, US"
NJ71792,Ambulatory Care Facility - Satellite,71792,"Planned Parenthood Of Northern, Central & Southern New Jersey, Inc.","12 Snowhill Road, Suite 3",Spotswood,NJ,8884,"SPOTSWOOD, NJ  08884",Middlesex,40.391499,-74.391536,"12 Snowhill Road, Suite 3, Spotswood, NJ, US"
NJ22597,Ambulatory Care Facility - Satellite,22597,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",C/O  Tcnj --Eickhoff Hall Health Services,Ewing,NJ,8628,"EWING, NJ  08628",Mercer,40.26983,-74.79988,"C/O  Tcnj --Eickhoff Hall Health Services, Ewing, NJ, US"
NJ22490,Ambulatory Care Facility - Satellite,22490,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",575 Main Street,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8969161,-74.0401067,"575 Main Street, Hackensack, NJ, US"
NJ22593,Ambulatory Care Facility - Satellite,22593,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.","2279 Route 33,   Golden Crest Corp Ctr,  Suite 510",Hamilton Township,NJ,8690,"HAMILTON TOWNSHIP, NJ  08690",Mercer,40.215108,-74.672026,"2279 Route 33,   Golden Crest Corp Ctr,  Suite 510, Hamilton Township, NJ, US"
NJ22282,Ambulatory Care Facility - Satellite,22282,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",66 East Washington Avenue,Washington,NJ,7882,"WASHINGTON, NJ  07882",Warren,40.7587327,-74.9784821,"66 East Washington Avenue, Washington, NJ, US"
NJ22627,Ambulatory Care Facility - Satellite,22627,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.","8008 Route 130 North, Suite 305, Building B",Delran,NJ,8075,"DELRAN, NJ  08075",Burlington,40.01695,-74.94919,"8008 Route 130 North, Suite 305, Building B, Delran, NJ, US"
NJ24213,Ambulatory Care Facility - Satellite,24213,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",2922 Atlantic Avenue - 2Nd Floor,Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.354445,-74.447178,"2922 Atlantic Avenue - 2Nd Floor, Atlantic City, NJ, US"
NJ70292,Ambulatory Care Facility - Satellite,70292,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",46 North Van Brunt Street,Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.8950023,-73.9746524,"46 North Van Brunt Street, Englewood, NJ, US"
NJ72038,Ambulatory Care Facility - Satellite,72038,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",1171 Elizabeth Avenue,Elizabeth,NJ,7201,"ELIZABETH, NJ  07201",Union,40.662183,-74.2141344,"1171 Elizabeth Avenue, Elizabeth, NJ, US"
NJ72092,Ambulatory Care Facility - Satellite,72092,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",123 Park Avenue,Plainfield,NJ,7060,"PLAINFIELD, NJ  07060",Union,40.6183384,-74.42315,"123 Park Avenue, Plainfield, NJ, US"
NJ71472,Ambulatory Care Facility,71472,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",196 Speedwell Avenue,Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.805912,-74.4827075,"196 Speedwell Avenue, Morristown, NJ, US"
NJ71191,Ambulatory Care Facility,71191,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",437 East State Street,Trenton,NJ,8608,"TRENTON, NJ  08608",Mercer,40.2209181,-74.7562972,"437 East State Street, Trenton, NJ, US"
NJ22379,Ambulatory Care Facility,22379,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",317 South Broadway,Camden,NJ,8103,"CAMDEN, NJ  08103",Camden,39.8904213,-75.1205644,"317 South Broadway, Camden, NJ, US"
NJ22542,Ambulatory Care Facility - Satellite,22542,"Planned Parenthood Of Northern, Central And Southern New Jersey, Inc.",349 Countryside Plaza - Rt 31,Flemington,NJ,8822,"FLEMINGTON, NJ  08822",Hunterdon,40.474565,-74.893866,"349 Countryside Plaza - Rt 31, Flemington, NJ, US"
NJR24649,Surgical Practice,R24649,"Plastic Surgery Center, Pa (The)",535 Sycamore Avenue,Shrewsbury,NJ,7702,"SHREWSBURY, NJ  07702",Monmouth,40.3232644,-74.0704222,"535 Sycamore Avenue, Shrewsbury, NJ, US"
NJ24796,Ambulatory Surgical Center,24023,"Pleasantdale Ambulatory Care, Llc","61 Main Street, Suite D",West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.779125,-74.238394,"61 Main Street, Suite D, West Orange, NJ, US"
NJ1312,"Hospital-Based, Off-Site Ambulatory Care Facility",1312,Pre Admission Testing Services,"10 Plum Street, Third Floor",New Brunswick,NJ,8903,"NEW BRUNSWICK, NJ  08903",Middlesex,40.493907,-74.451652,"10 Plum Street, Third Floor, New Brunswick, NJ, US"
NJR24539,Surgical Practice,R24539,Precision Surgical Center,"620 Cranbury Road, Suite 115",East Brunswick,NJ,8816,"EAST BRUNSWICK, NJ  08816",Middlesex,40.406689,-74.42201,"620 Cranbury Road, Suite 115, East Brunswick, NJ, US"
NJ90065,Ambulatory Surgical Center,R24493,Premier Endoscopy,164 Brighton Road,Clifton,NJ,7013,"CLIFTON, NJ  07013",Passaic,40.8507794,-74.1596347,"164 Brighton Road, Clifton, NJ, US"
NJ90066,Surgical Practice,R24604,"Premier Health Associates, Llc",532 Lafayette Road Suite 200,Sparta,NJ,7871,"SPARTA, NJ  07871",Sussex,41.0375182,-74.6396818,"532 Lafayette Road Suite 200, Sparta, NJ, US"
NJ90081,Ambulatory Surgical Center,R24486,"Premier Orthopaedic Associates Surgical Center, Llc","352 S Delsea Drive, Suite 2",Vineland,NJ,8360,"VINELAND, NJ  08360",Cumberland,39.4844525,-75.0433444,"352 S Delsea Drive, Suite 2, Vineland, NJ, US"
NJ31C0001134,Ambulatory Surgical Center,R24555,"Premier Surgical Center, L.L.C.","10000 Lincoln Drive East, Suite 301",Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.910979,-74.938623,"10000 Lincoln Drive East, Suite 301, Marlton, NJ, US"
NJ31C0001004,Ambulatory Surgical Center,70781,"Premier Surgical Pavilion, L.L.C.",145 Roseville Ave,Newark,NJ,7107,"NEWARK, NJ  07107",Essex,40.7556546,-74.1908196,"145 Roseville Ave, Newark, NJ, US"
NJ23447,Ambulatory Surgical Center,23447,Princeton Endoscopy Center Llc,731 Alexander Road Suite 104,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3207471,-74.6361448,"731 Alexander Road Suite 104, Princeton, NJ, US"
NJ1212,"Hospital-Based, Off-Site Ambulatory Care Facility",1212,Princeton Healthcare Occupational Health,"2 Centre Drive, Suite 400",Monroe Township,NJ,8831,"MONROE TOWNSHIP, NJ  08831",Middlesex,41.030678,-74.636392,"2 Centre Drive, Suite 400, Monroe Township, NJ, US"
NJ24422,End Stage Renal Dialysis,24422,Princeton Junction Dialysis,"88 Princeton Hightstown Road, Suite 102",Princeton Jct,NJ,8550,"PRINCETON JCT, NJ  08550",Mercer,40.350981,-74.64648,"88 Princeton Hightstown Road, Suite 102, Princeton Jct, NJ, US"
NJ22990,Ambulatory Care Facility,22990,Princeton Longevity Medical Group,10 Carnegie Center Drive,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.321369,-74.6495,"10 Carnegie Center Drive, Princeton, NJ, US"
NJ24482,Ambulatory Care Facility,24482,Princeton Orthopaedic Associates,11 Centre Drive,Monroe Township,NJ,8831,"MONROE TOWNSHIP, NJ  08831",Middlesex,40.3413732,-74.4623774,"11 Centre Drive, Monroe Township, NJ, US"
NJR24491,Surgical Practice,R24491,Princeton Orthopaedic Associates,3055 Route 27,Franklin Park,NJ,8823,"FRANKLIN PARK, NJ  08823",Somerset,40.428449,-74.558902,"3055 Route 27, Franklin Park, NJ, US"
NJ23163,Ambulatory Care Facility,23163,Princeton Orthopaedic Associates Mri Suite,325 Princeton Avenue,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3923264,-74.6505114,"325 Princeton Avenue, Princeton, NJ, US"
NJ31C0001077,Ambulatory Surgical Center,R24589,Princeton Orthopaedic Associates Surgical Suite,727 State Road,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3624181,-74.6649169,"727 State Road, Princeton, NJ, US"
NJ22716,Ambulatory Care Facility,22716,Princeton Radiology Associates Pa,9 Centre Drive,Jamesburg,NJ,8831,"JAMESBURG, NJ  08831",Middlesex,40.338672,-74.463163,"9 Centre Drive, Jamesburg, NJ, US"
NJ23331,Ambulatory Care Facility,23331,"Princeton Radiology Associates,  Pa",419 North Harrison Street,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3662812,-74.6545014,"419 North Harrison Street, Princeton, NJ, US"
NJ22769,Ambulatory Care Facility,22769,"Princeton Radiology Associates, Pa",8A Quakerbridge Plaza,Mercerville,NJ,8619,"MERCERVILLE, NJ  08619",Mercer,40.253798,-74.682183,"8A Quakerbridge Plaza, Mercerville, NJ, US"
NJ25153,Ambulatory Care Facility,25153,"Princeton Radiology Associates, Pa","9 Centre Drive, Suite 115",Jamesburg,NJ,8831,"JAMESBURG, NJ  08831",Middlesex,40.338672,-74.463163,"9 Centre Drive, Suite 115, Jamesburg, NJ, US"
NJ24187,Ambulatory Care Facility,24187,"Princeton Radiology Associates, Pa",176 Route 9 North,Englishtown,NJ,7726,"ENGLISHTOWN, NJ  07726",Monmouth,40.299112,-74.304152,"176 Route 9 North, Englishtown, NJ, US"
NJ22464,Ambulatory Care Facility,22464,"Princeton Radiology Associates, Pa",901 West Main Street,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.2375854,-74.3124217,"901 West Main Street, Freehold, NJ, US"
NJ31C0001144,Surgical Practice,R24558,Princeton Surgiplex,"932 State Road, Suite 101",Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3624181,-74.6649169,"932 State Road, Suite 101, Princeton, NJ, US"
NJ24470,Ambulatory Care Facility,24470,Procure Proton Therapy Center,103 Cedar Grove Lane,Somerset,NJ,8873,"SOMERSET, NJ  08873",Somerset,40.5255553,-74.5205867,"103 Cedar Grove Lane, Somerset, NJ, US"
NJ23457,Ambulatory Care Facility,23457,Professional Orthopaedic Associates,776 Shrewsbury Avenue Suite 205,Tinton Falls,NJ,7724,"TINTON FALLS, NJ  07724",Monmouth,40.3220363,-74.0728727,"776 Shrewsbury Avenue Suite 205, Tinton Falls, NJ, US"
NJ24086,Ambulatory Care Facility,24086,Progressive Diagnostic Imaging Llc,44 Route 23 North,Riverdale,NJ,7457,"RIVERDALE, NJ  07457",Morris,40.984981,-74.303398,"44 Route 23 North, Riverdale, NJ, US"
NJ317009,Home Health Agency,70702,Promise Care Nj,"576 Central Avenue, Suite 304",East Orange,NJ,7018,"EAST ORANGE, NJ  07018",Essex,40.7582243,-74.2198593,"576 Central Avenue, Suite 304, East Orange, NJ, US"
NJ317064,Home Health Agency,70905,"Promise Care, Nj",2 Jefferson Avenue,Jersey City,NJ,7306,"JERSEY CITY, NJ  07306",Hudson,40.73621,-74.04948,"2 Jefferson Avenue, Jersey City, NJ, US"
NJ24477,Ambulatory Care Facility,24477,Prospect Primary Care,424 Main Street,East Orange,NJ,7018,"EAST ORANGE, NJ  07018",Essex,40.770289,-74.225193,"424 Main Street, East Orange, NJ, US"
NJ23133,Comprehensive Outpatient Rehab,23133,Qualcare Therapy Center Inc & Sleep Diagnostics Of Nj,"2333 Morris Avenue, Suite B-210",Union,NJ,7083,"UNION, NJ  07083",Union,40.6943357,-74.2604216,"2333 Morris Avenue, Suite B-210, Union, NJ, US"
NJ24759,End Stage Renal Dialysis,24759,Radburn Dialysis,15-00 Pollitt Drive,Fair Lawn,NJ,7410,"FAIR LAWN, NJ  07410",Bergen,40.9450952,-74.1247125,"15-00 Pollitt Drive, Fair Lawn, NJ, US"
NJ22564,Ambulatory Care Facility,22564,Radiology Affiliates Imaging,2501 Kuser Road,Hamilton,NJ,8619,"HAMILTON, NJ  08619",Mercer,40.204715,-74.659214,"2501 Kuser Road, Hamilton, NJ, US"
NJ23291,Ambulatory Care Facility,23291,Radiology Affiliates Imaging - Lawrenceville,3120 Princeton Pike,Lawrenceville,NJ,8648,"LAWRENCEVILLE, NJ  08648",Mercer,40.284506,-74.714169,"3120 Princeton Pike, Lawrenceville, NJ, US"
NJ24168,Ambulatory Care Facility,24168,Radiology Associates Of Hackettstown Llc,"57 Route 46, Suite 212",Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Morris,40.85399,-74.82906,"57 Route 46, Suite 212, Hackettstown, NJ, US"
NJ22688,Ambulatory Care Facility,22688,Radiology Associates Of Ridgewood,20 Franklin Turnpike,Waldwick,NJ,7463,"WALDWICK, NJ  07463",Bergen,41.0089305,-74.1194721,"20 Franklin Turnpike, Waldwick, NJ, US"
NJ23319,Ambulatory Care Facility,23319,"Radiology Center At Harding, Inc.",1201 Mt Kemble Avenue,Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.7857172,-74.49239,"1201 Mt Kemble Avenue, Morristown, NJ, US"
NJ24924,End Stage Renal Dialysis,24924,Rahway Dialysis,800 Harrison Street,Rahway,NJ,7065,"RAHWAY, NJ  07065",Union,40.6174007,-74.2827301,"800 Harrison Street, Rahway, NJ, US"
NJ24038,Ambulatory Care Facility,24038,Rahway Regional Cancer Center,892 Trussler Place,Rahway,NJ,7065,"RAHWAY, NJ  07065",Union,40.613874,-74.289293,"892 Trussler Place, Rahway, NJ, US"
NJ22391,Psychiatric Hospital,22391,Ramapo Ridge Psychiatric Hospital,301 Sicomac Ave,Wyckoff,NJ,7481,"WYCKOFF, NJ  07481",Bergen,40.984877,-74.172177,"301 Sicomac Ave, Wyckoff, NJ, US"
NJ23991,Ambulatory Surgical Center,23991,Ramapo Valley Surgical Center,500 N Franklin Turnpike,Ramsey,NJ,7446,"RAMSEY, NJ  07446",Bergen,41.07173,-74.136856,"500 N Franklin Turnpike, Ramsey, NJ, US"
NJ25062,Ambulatory Care Facility,25062,"Randolph Pain Relief Center, Pc",540 Route 10,Randolph,NJ,7869,"RANDOLPH, NJ  07869",Morris,40.86229,-74.571753,"540 Route 10, Randolph, NJ, US"
NJ24862,Ambulatory Care Facility,24862,Rapid Imaging Group,510 Sylvan Avenue,Englewood,NJ,7632,"ENGLEWOOD, NJ  07632",Bergen,40.8815259,-73.9510009,"510 Sylvan Avenue, Englewood, NJ, US"
NJ24892,Ambulatory Care Facility,24892,"Raritan Bay Diagnostic Imaging, L.L.C.",551 New Brunswick Avenue,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5174543,-74.2792282,"551 New Brunswick Avenue, Perth Amboy, NJ, US"
NJ310039,General Acute Care Hospital,11203,Raritan Bay Medical Center Perth Amboy Division,530 New Brunswick Ave,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5190522,-74.280983,"530 New Brunswick Ave, Perth Amboy, NJ, US"
NJ11206,General Acute Care Hospital,11206,Raritan Bay Medical Center-Old Bridge Division,One Hospital Plaza,Old Bridge,NJ,8857,"OLD BRIDGE, NJ  08857",Middlesex,40.715863,-75.149658,"One Hospital Plaza, Old Bridge, NJ, US"
NJ24212,Ambulatory Surgical Center,24212,Raritan Valley Surgery Center,"100 Franklin Square Drive, Suite 100",Somerset,NJ,8873,"SOMERSET, NJ  08873",Somerset,40.536134,-74.525118,"100 Franklin Square Drive, Suite 100, Somerset, NJ, US"
NJ23130,End Stage Renal Dialysis,23130,Rcg - Cape May,1259 Route 9,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,38.981505,-74.905842,"1259 Route 9, Cape May Court House, NJ, US"
NJ24066,End Stage Renal Dialysis,24066,Rcg Egg Harbor Township,6701 Black Horse Pike,Egg Harbor Township,NJ,8234,"EGG HARBOR TOWNSHIP, NJ  08234",Atlantic,39.40779,-74.56474,"6701 Black Horse Pike, Egg Harbor Township, NJ, US"
NJ23371,End Stage Renal Dialysis,23371,Rcg Whiting,"430 Pinewald- Keswick Road, Route 530",Whiting,NJ,8759,"WHITING, NJ  08759",Ocean,39.946659,-74.359089,"430 Pinewald- Keswick Road, Route 530, Whiting, NJ, US"
311865,Federally Qualified Health Centers,23983,Red Bank Primary Care Center,188 E Bergen Place,Red Bank,NJ,7701,"RED BANK, NJ  07701",Monmouth,40.3422943,-74.064981,"188 E Bergen Place, Red Bank, NJ, US"
NJ25036,Hospice Care Program,25036,"Red Oak Hospice, Llc",154 Sunny Slope Drive,Bridgeton,NJ,8302,"BRIDGETON, NJ  08302",Cumberland,39.418139,-75.271767,"154 Sunny Slope Drive, Bridgeton, NJ, US"
NJ23497,Ambulatory Care Facility,23497,Redi Diagnostics Corp,"One Broadway, Suite 102",Elmwood Park,NJ,7407,"ELMWOOD PARK, NJ  07407",Bergen,40.9186655,-74.1273928,"One Broadway, Suite 102, Elmwood Park, NJ, US"
NJ24693,Hospice Care Program,24693,Regal Heart Hospice,1032A Collings Avenue,Collingswood,NJ,8108,"COLLINGSWOOD, NJ  08108",Camden,39.9090287,-75.0898178,"1032A Collings Avenue, Collingswood, NJ, US"
NJ25121,Ambulatory Care Facility,25121,Regional Cancer Care,"9 Centre Drive, Suite 115",Monroe Twp,NJ,8831,"MONROE TWP, NJ  08831",Middlesex,40.3414828,-74.4623395,"9 Centre Drive, Suite 115, Monroe Twp, NJ, US"
NJ24041,Ambulatory Care Facility,24041,Regional Cancer Center Associates,155 State Street,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8835445,-74.0450008,"155 State Street, Hackensack, NJ, US"
NJR24602,Surgical Practice,R24602,"Rejuv Surgery Center, Llc",59 Mine Brook Road,Bernardsville,NJ,7924,"BERNARDSVILLE, NJ  07924",Somerset,40.7169994,-74.5718698,"59 Mine Brook Road, Bernardsville, NJ, US"
NJ24244,Ambulatory Care Facility,24244,"Reliable Diagnostic, Inc.","1930 E Marlton Pike, Rt70 - R89 Exec Mews",Cherry Hill,NJ,8003,"CHERRY HILL, NJ  08003",Camden,39.920038,-75.035211,"1930 E Marlton Pike, Rt70 - R89 Exec Mews, Cherry Hill, NJ, US"
NJ90082,Surgical Practice,R24567,Reliant Surgical Center Llc,"300 B Princeton Hightstown Road, Suite101",East Windsor,NJ,8520,"EAST WINDSOR, NJ  08520",Mercer,40.384668,-74.587175,"300 B Princeton Hightstown Road, Suite101, East Windsor, NJ, US"
NJ90042,Surgical Practice,R24584,Renaissance Surgery Center,461 Goffle Road,Wyckoff,NJ,7481,"WYCKOFF, NJ  07481",Bergen,40.9697766,-74.1512227,"461 Goffle Road, Wyckoff, NJ, US"
NJ24071,End Stage Renal Dialysis,24071,Renal Care Group Maplewood,2130 Milburn Avenue,Maplewood,NJ,7040,"MAPLEWOOD, NJ  07040",Essex,40.719952,-74.277903,"2130 Milburn Avenue, Maplewood, NJ, US"
NJ24786,End Stage Renal Dialysis,24786,Renal Center Of Englewood,"300 Grand Avenue, Suite 103",Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.8835466,-73.9781041,"300 Grand Avenue, Suite 103, Englewood, NJ, US"
NJ24930,End Stage Renal Dialysis,24930,Renal Center Of Hamilton,1013 Whitehorse Avenue,Hamilton,NJ,8610,"HAMILTON, NJ  08610",Mercer,40.211475,-74.680625,"1013 Whitehorse Avenue, Hamilton, NJ, US"
NJ24932,End Stage Renal Dialysis,24932,Renal Center Of Monroe,"300 Overlook Drive, Pondview Plaza, Bldg C",Monroe,NJ,8831,"MONROE, NJ  08831",Middlesex,41.048533,-74.558635,"300 Overlook Drive, Pondview Plaza, Bldg C, Monroe, NJ, US"
NJ312303,End Stage Renal Dialysis,24718,Renal Center Of Morristown,100 Madison Ave - 4Th Flr,Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.7884,-74.468471,"100 Madison Ave - 4Th Flr, Morristown, NJ, US"
22992,End Stage Renal Dialysis,23253,Renal Center Of Newark,571 Central Avenue,Newark,NJ,7107,"NEWARK, NJ  07107",Essex,40.7473318,-74.1897883,"571 Central Avenue, Newark, NJ, US"
