Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
Autumn Lake Healthcare at Bucks Hill,Nursing Facility,2817 North Main Street,Waterbury,,New Haven,CT,POINT (-73.02705 41.592653),41.592653,-73.02705
Chamberlain Healthcare,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Northbridge Healthcare Center,Nursing Facility,2875 Main Street,Bridgeport,,Fairfield,CT,POINT (-73.203493 41.201508),41.201508,-73.203493
"Matulaitis Nursing Home, Inc.",Nursing Facility,10 Thurber Road,Putnam,,Windham,CT,POINT (-71.855438 41.927854),41.927854,-71.855438
Bridgeport Health Care Center,Nursing Facility,600 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167047 41.20101),41.20101,-73.167047
Groton Regency Center,Nursing Facility,1145 Poquonnock Road,Groton,,New London,CT,POINT (-72.043241 41.346698),41.346698,-72.043241
"Paradigm Healthcare Center of Torrington, LLC",Nursing Facility,80 Fern Drive,Torrington,,Litchfield,CT,POINT (-73.109 41.81049),41.81049,-73.109
Madison House,Nursing Facility,34 Wildwood Avenue,Madison,,New Haven,CT,POINT (-72.638357 41.287548),41.287548,-72.638357
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
The Guilford House,Nursing Facility,109 West Lake Avenue,Guilford,,New Haven,CT,POINT (-72.725116 41.311477),41.311477,-72.725116
Crestfield Rehabilitation Center and Fenwood Manor,Nursing Facility,565 Vernon Street,Manchester,,Hartford,CT,POINT (-72.490893 41.803114),41.803114,-72.490893
Bridgeport Manor,Nursing Facility,540 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167085 41.200764),41.200764,-73.167085
Bethel Health Care Center,Nursing Facility,13 Parklawn Drive,Bethel,,Fairfield,CT,POINT (-73.398195 41.425007),41.425007,-73.398195
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Masonicare at Newtown,Nursing Facility,139 Toddy Hill Road,Newtown,,Fairfield,CT,POINT (-73.258982 41.382079),41.382079,-73.258982
Edgehill Health Center,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
"Aurora Senior Living of Cromwell, LLC",Nursing Facility,385 Main Street,Cromwell,,Middlesex,CT,POINT (-72.646205 41.600635),41.600635,-72.646205
Groton Regency Center,Nursing Facility,1145 Poquonnock Road,Groton,,New London,CT,POINT (-72.043241 41.346698),41.346698,-72.043241
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Countryside Manor of Bristol,Nursing Facility,1660 Stafford Avenue,Bristol,,Hartford,CT,POINT (-72.91463 41.721245),41.721245,-72.91463
The Springs @ Watermark 3030 Park,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
Salmon Brook Rehab and Nursing,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
Parkway Pavilion Health and Rehabilitation Center,Nursing Facility,1157 Enfield Street,Enfield,,Hartford,CT,POINT (-72.593179 41.986582),41.986582,-72.593179
Bayview Health Care,Nursing Facility,301 Rope Ferry Road,Waterford,,New London,CT,POINT (-72.165413 41.327443),41.327443,-72.165413
Litchfield Woods Health Care Center,Nursing Facility,255 Roberts Street,Torrington,,Litchfield,CT,POINT (-73.141224 41.808768),41.808768,-73.141224
Salmon Brook Rehab and Nursing,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
Meriden Center,Nursing Facility,845 Paddock Avenue,Meriden,,New Haven,CT,POINT (-72.777296 41.50681),41.50681,-72.777296
Orange Health and Rehabilitation Center,Nursing Facility,225 Boston Post Road,Orange,,New Haven,CT,POINT (-72.998279 41.269422),41.269422,-72.998279
"LiveWell (formerly Alzheimer's Resource Center of Connecticut, Inc.)",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
Avalon Health Center,Nursing Facility,186 Jerry Browne Road,Mystic,,New London,CT,POINT (-71.949571 41.37512000000001),41.37512,-71.949571
Milford Health and Rehabilitlation Center,Nursing Facility,195 Platt Street,Milford,,New Haven,CT,POINT (-73.019075 41.212196),41.212196,-73.019075
Advanced Nursing and Rehabilitation Center of New Haven,Nursing Facility,169 Davenport Avenue,New Haven,,New Haven,CT,POINT (-72.93908900000001 41.302291),41.302291,-72.939089
The Willows,Nursing Facility,225 Amity Road,Woodbridge,,New Haven,CT,POINT (-72.983417 41.342128),41.342128,-72.983417
"Elim Park Baptist Home, Inc.",Nursing Facility,140 Cook Hill Road,Cheshire,,New Haven,CT,POINT (-72.900936 41.466811),41.466811,-72.900936
RegalCare at Greenwich,Nursing Facility,1188 King Street,Greenwich,,Fairfield,CT,POINT (-73.69491 41.062693),41.062693,-73.69491
Skyview Rehab and Nursing,Nursing Facility,35 Marc Drive,Wallingford,,New Haven,CT,POINT (-72.846279 41.453355),41.453355,-72.846279
Blair Manor,Nursing Facility,612 Hazard Avenue,Enfield,,Hartford,CT,POINT (-72.506893 41.98519),41.98519,-72.506893
Bridgeport Manor,Nursing Facility,540 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167085 41.200764),41.200764,-73.167085
Regency Heights of Norwich,Nursing Facility,60 Crouch Avenue,Norwich,,New London,CT,POINT (-72.072157 41.504801),41.504801,-72.072157
Silver Springs Care Center,Nursing Facility,33 Roy Street,Meriden,,New Haven,CT,POINT (-72.804701 41.525279),41.525279,-72.804701
Meridian Manor Corporation,Nursing Facility,1132 Meriden Road,Waterbury,,New Haven,CT,POINT (-72.981851 41.552609),41.552609,-72.981851
Avon Health Center,Nursing Facility,652 West Avon Road,Avon,,Hartford,CT,POINT (-72.861534 41.773418),41.773418,-72.861534
Norwich Sub-acute and Nursing,Nursing Facility,93 West Town Street,Norwich,,New London,CT,POINT (-72.102507 41.551457),41.551457,-72.102507
St. Joseph's Center,Nursing Facility,6448 Main Street,Trumbull,,Fairfield,CT,POINT (-73.226931 41.27423),41.27423,-73.226931
"Hughes Health and Rehabilitation, Inc.",Nursing Facility,29 Highland Street,West Hartford,,Hartford,CT,POINT (-72.718027 41.767504),41.767504,-72.718027
"JACC Healthcare Center of Norwich, LLC Three Rivers",Nursing Facility,60 Crouch Avenue,Norwich,,New London,CT,POINT (-72.072157 41.504801),41.504801,-72.072157
The Pines at Bristol,Nursing Facility,61 Bellevue Avenue,Bristol,,Hartford,CT,POINT (-72.940458 41.675186),41.675186,-72.940458
Vernon Manor Health Care Center,Nursing Facility,180 Regan Road,Vernon,,Tolland,CT,POINT (-72.477917 41.852217),41.852217,-72.477917
Water's Edge Center for Health and Rehabilitation,Nursing Facility,111 Church Street,Middletown,,Middlesex,CT,POINT (-72.65167500000001 41.555227),41.555227,-72.651675
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
Newington Rapid Recovery Rehab Center,Nursing Facility,240 Church Street,Newington,,Hartford,CT,POINT (-72.73936300000001 41.665919),41.665919,-72.739363
Branford Hills Health Care Center,Nursing Facility,189 Alps Road,Branford,,New Haven,CT,POINT (-72.846696 41.264185),41.264185,-72.846696
"Carolton Chronic & Convalescent Hospital, Inc.",Nursing Facility,400 Mill Plain Road,Fairfield,,Fairfield,CT,POINT (-73.265827 41.14486),41.14486,-73.265827
The Guilford House,Nursing Facility,109 West Lake Avenue,Guilford,,New Haven,CT,POINT (-72.725116 41.311477),41.311477,-72.725116
Bloomfield Health Care Center,Nursing Facility,355 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.713086 41.822502),41.822502,-72.713086
Aurora Senior Living of Bucks Hill,Nursing Facility,2817 North Main Street,Waterbury,,New Haven,CT,POINT (-73.02705 41.592653),41.592653,-73.02705
Harrington Court,Nursing Facility,59 Harrington Court Drive,Colchester,,New London,CT,POINT (-72.33103 41.577988),41.577988,-72.33103
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
"Bidwell Care Center, LLC of Manchester, CT d/b/a/ Touchpoints at Manchester",Nursing Facility,333 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.545849 41.759594),41.759594,-72.545849
Autumn Lake Healthcare at Norwalk,Nursing Facility,34 Midrocks Road,Norwalk,,Fairfield,CT,POINT (-73.415254 41.142315),41.142315,-73.415254
Filosa for Nursing and Rehabilitation,Nursing Facility,13 Hakim Street,Danbury,,Fairfield,CT,POINT (-73.473539 41.395415),41.395415,-73.473539
Crestfield Rehabilitation Center and Fenwood Manor,Nursing Facility,565 Vernon Street,Manchester,,Hartford,CT,POINT (-72.490893 41.803114),41.803114,-72.490893
The Guilford House,Nursing Facility,109 West Lake Avenue,Guilford,,New Haven,CT,POINT (-72.725116 41.311477),41.311477,-72.725116
Valerie Manor,Nursing Facility,1360 Torringford Street,Torrington,,Litchfield,CT,POINT (-73.079132 41.827508),41.827508,-73.079132
Greentree Manor Nursing and Rehab Center,Nursing Facility,4 Greentree Drive,Waterford,,New London,CT,POINT (-72.145458 41.394072),41.394072,-72.145458
Apple Rehab Saybrook,Nursing Facility,1775 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.420475 41.28446),41.28446,-72.420475
Whispering Pines Rehabilitation and Nursing Center LLC,Nursing Facility,38 Talmadge Avenue,East Haven,,New Haven,CT,POINT (-72.86361 41.263459),41.263459,-72.86361
"Westview Nursing Care & Rehabilitation Center, Inc.",Nursing Facility,150 Ware Road,Dayville,,Windham,CT,POINT (-71.872542 41.880358),41.880358,-71.872542
"Westside Care Center, LLC",Nursing Facility,349 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.544459 41.759532),41.759532,-72.544459
Countryside Manor of Bristol,Nursing Facility,1660 Stafford Avenue,Bristol,,Hartford,CT,POINT (-72.91463 41.721245),41.721245,-72.91463
Bridgeport Health Care Center,Nursing Facility,600 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167047 41.20101),41.20101,-73.167047
Madison House,Nursing Facility,34 Wildwood Avenue,Madison,,New Haven,CT,POINT (-72.638357 41.287548),41.287548,-72.638357
Mystic Healthcare and Rehabilitation Center,Nursing Facility,475 High Street,Mystic,,New London,CT,POINT (-71.974014 41.364388),41.364388,-71.974014
Apple Rehab Farmington Valley,Nursing Facility,269 Farmington Avenue,Plainville,,Hartford,CT,POINT (-72.852841 41.685968),41.685968,-72.852841
"Carolton Chronic & Convalescent Hospital, Inc.",Nursing Facility,400 Mill Plain Road,Fairfield,,Fairfield,CT,POINT (-73.265827 41.14486),41.14486,-73.265827
Noble Horizons,Nursing Facility,17 Cobble road,Salisbury,,Litchfield,CT,POINT (-73.42822 41.988049),41.988049,-73.42822
Westport Rehabilitation Complex,Nursing Facility,1 Burr Road,Westport,,Fairfield,CT,POINT (-73.367176 41.136945),41.136945,-73.367176
"Colonial Health and Rehab Center of Plainfield, LLC",Nursing Facility,16 Windsor Avenue,Plainfield,,Windham,CT,POINT (-71.918016 41.681773),41.681773,-71.918016
Ridge Crest at Meadow Ridge,Nursing Facility,100 Redding Road,Redding,,Fairfield,CT,POINT (-73.425508 41.263538),41.263538,-73.425508
Autumn Lake Healthcare at Cromwell,Nursing Facility,385 Main Street,Cromwell,,Middlesex,CT,POINT (-72.646205 41.600635),41.600635,-72.646205
Apple Rehab Colchester,Nursing Facility,36 Broadway,Colchester,,New London,CT,POINT (-72.33298500000001 41.576683),41.576683,-72.332985
"Parkside Rehabilitation & Healthcare Center, d/b/a Grandview Rehabilitation and Healthcare Center",Nursing Facility,55 Grand Street,New Britain,,Hartford,CT,POINT (-72.785102 41.662108),41.662108,-72.785102
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
River Glen Health Care Center,Nursing Facility,162 South Britain Road,Southbury,,New Haven,CT,POINT (-73.238498 41.461186),41.461186,-73.238498
Cheshire House,Nursing Facility,3396 East Main Street,Waterbury,,New Haven,CT,POINT (-72.977713 41.544185),41.544185,-72.977713
Quinnipiac Valley Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
The Villa at Stamford,Nursing Facility,88 Rock Rimmon Road,Stamford,,Fairfield,CT,POINT (-73.5614 41.13995800000001),41.139958,-73.5614
Meridian Manor Corporation,Nursing Facility,1132 Meriden Road,Waterbury,,New Haven,CT,POINT (-72.981851 41.552609),41.552609,-72.981851
Maple View Health and Rehabilitation,Nursing Facility,856 Maple Street,Rocky Hill,,Hartford,CT,POINT (-72.666639 41.673965),41.673965,-72.666639
Ingraham Manor of Bristol Hospital,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
Bridgeport Health Care Center,Nursing Facility,600 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167047 41.20101),41.20101,-73.167047
Harrington Court,Nursing Facility,59 Harrington Court Drive,Colchester,,New London,CT,POINT (-72.33103 41.577988),41.577988,-72.33103
McLean Health Center,Nursing Facility,75 Great Pond Road,Simsbury,,Hartford,CT,POINT (-72.824809 41.885251),41.885251,-72.824809
Apple Rehab Shelton Lakes,Nursing Facility,5 Lake Road,Shelton,,Fairfield,CT,POINT (-73.115165 41.313756),41.313756,-73.115165
Laurel Ridge Health Care Center,Nursing Facility,642 Danbury Road,Ridgefield,,Fairfield,CT,POINT (-73.474874 41.32427),41.32427,-73.474874
Filosa for Nursing and Rehabilitation,Nursing Facility,13 Hakim Street,Danbury,,Fairfield,CT,POINT (-73.473539 41.395415),41.395415,-73.473539
RegalCare at West Haven,Nursing Facility,310 Terrace Avenue,West Haven,,New Haven,CT,POINT (-72.969025 41.283035),41.283035,-72.969025
Evergreen Woods Health Center,Nursing Facility,88 Notch Hill Road,North Branford,,New Haven,CT,POINT (-72.751087 41.317083),41.317083,-72.751087
Lord Chamberlain Nursing & Rehabilitation Center,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Pilgrim Manor,Nursing Facility,52 Missionary Road,Cromwell,,Middlesex,CT,POINT (-72.660908 41.600427),41.600427,-72.660908
Quinnipiac Valley Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
CT Watermark at East Hill-Springs,Nursing Facility,611 East Hill Road,Southbury,,New Haven,CT,POINT (-73.241049 41.485015),41.485015,-73.241049
Kindred Transitional Care and Rehabilitation - Parkway Pavillion,Nursing Facility,1157 Enfield Street,Enfield,,Hartford,CT,POINT (-72.593179 41.986582),41.986582,-72.593179
Caleb Hitchcock Health Center at Duncaster,Nursing Facility,10 Loeffler Road,Bloomfield,,Hartford,CT,POINT (-72.758049 41.830329),41.830329,-72.758049
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
Autumn Lake Healthcare at New Britain,Nursing Facility,400 Brittany Farms Road,New Britain,,Hartford,CT,POINT (-72.768712 41.712681),41.712681,-72.768712
"Miller Memorial Community, Inc.",Nursing Facility,360 Broad Street,Meriden,,New Haven,CT,POINT (-72.795275 41.530336),41.530336,-72.795275
Westport Rehabilitation Complex,Nursing Facility,1 Burr Road,Westport,,Fairfield,CT,POINT (-73.367176 41.136945),41.136945,-73.367176
Newington Health Care Center,Nursing Facility,240 Church Street,Newington,,Hartford,CT,POINT (-72.73936300000001 41.665919),41.665919,-72.739363
St. Joseph's Residence,Nursing Facility,1365 Enfield Street,Enfield,,Hartford,CT,POINT (-72.592407 41.972614),41.972614,-72.592407
Cheshire Regional Rehab Center,Nursing Facility,745 Highland Avenue,Cheshire,,New Haven,CT,POINT (-72.897694 41.518026),41.518026,-72.897694
Touchpoints at Bloomfield,Nursing Facility,140 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.703607 41.822945),41.822945,-72.703607
Geer Nursing and Rehabilitation Center,Nursing Facility,99 South Canaan Road,Canaan,,Litchfield,CT,POINT (-73.33247100000001 42.016475),42.016475,-73.332471
"Middlebury Convalescent Home, Inc.",Nursing Facility,778 Middlebury Road,Middlebury,,New Haven,CT,POINT (-73.115064 41.537781),41.537781,-73.115064
Geer Nursing and Rehabilitation Center,Nursing Facility,99 South Canaan Road,Canaan,,Litchfield,CT,POINT (-73.33247100000001 42.016475),42.016475,-73.332471
Governor's House,Nursing Facility,36 Firetown Road,Simsbury,,Hartford,CT,POINT (-72.811606 41.872974),41.872974,-72.811606
Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
Ellis Manor,Nursing Facility,210 George Street,Hartford,,Hartford,CT,POINT (-72.678464 41.731611),41.731611,-72.678464
"Hughes Health and Rehabilitation, Inc.",Nursing Facility,29 Highland Street,West Hartford,,Hartford,CT,POINT (-72.718027 41.767504),41.767504,-72.718027
Cook-Willow Health & Rehabilitation Center,Nursing Facility,81 Hillside Avenue,Plymouth,,Litchfield,CT,POINT (-73.059106 41.667181),41.667181,-73.059106
Prospect ECHN ElderCare Serv. dba Woodlake at Tolland,Nursing Facility,26 Shenipsit Lake Road,Tolland,,Tolland,CT,POINT (-72.414389 41.871808),41.871808,-72.414389
The Bradley Home,Nursing Facility,320 Colony Street,Meriden,,New Haven,CT,POINT (-72.795609 41.545942),41.545942,-72.795609
Apple Rehab Avon d/b/a Brightview Nursing and Retirement,Nursing Facility,220 Scoville Road,Avon,,Hartford,CT,POINT (-72.860962 41.7759),41.7759,-72.860962
The Pines at Bristol,Nursing Facility,61 Bellevue Avenue,Bristol,,Hartford,CT,POINT (-72.940458 41.675186),41.675186,-72.940458
Newtown Rehabilitation and Health Care Center,Nursing Facility,139 Toddy Hill Road,Newtown,,Fairfield,CT,POINT (-73.258982 41.382079),41.382079,-73.258982
"Elim Park Baptist Home, Inc.",Nursing Facility,140 Cook Hill Road,Cheshire,,New Haven,CT,POINT (-72.900936 41.466811),41.466811,-72.900936
Newington Rapid Recovery Rehab Center,Nursing Facility,240 Church Street,Newington,,Hartford,CT,POINT (-72.73936300000001 41.665919),41.665919,-72.739363
"Connecticut Baptist Homes, Inc.",Nursing Facility,292 Thorpe Avenue,Meriden,,New Haven,CT,POINT (-72.75518000000001 41.515835),41.515835,-72.75518
Valerie Manor,Nursing Facility,1360 Torringford Street,Torrington,,Litchfield,CT,POINT (-73.079132 41.827508),41.827508,-73.079132
"Holy Spirit Health Care Center, Inc.",Nursing Facility,72 Church Street,Putnam,,Windham,CT,POINT (-71.913047 41.917444),41.917444,-71.913047
"Connecticut Baptist Homes, Inc.",Nursing Facility,292 Thorpe Avenue,Meriden,,New Haven,CT,POINT (-72.75518000000001 41.515835),41.515835,-72.75518
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
"LiveWell (formerly Alzheimer's Resource Center of Connecticut, Inc.)",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
"Notre Dame Convalescent Homes, Inc. (dba) Notre Dame Health and Rehab Center",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
Apple Rehab Colchester,Nursing Facility,36 Broadway,Colchester,,New London,CT,POINT (-72.33298500000001 41.576683),41.576683,-72.332985
Apple Rehab Uncasville,Nursing Facility,5 Richard Brown Drive,Uncasville,,New London,CT,POINT (-72.112266 41.49273),41.49273,-72.112266
The Springs @ Watermark 3030 Park,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
Autumn Lake Healthcare at Bucks Hill,Nursing Facility,2817 North Main Street,Waterbury,,New Haven,CT,POINT (-73.02705 41.592653),41.592653,-73.02705
Southington Care Center,Nursing Facility,45 Meriden Avenue,Southington,,Hartford,CT,POINT (-72.876623 41.59615),41.59615,-72.876623
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
Evergreen Woods Health Center,Nursing Facility,88 Notch Hill Road,North Branford,,New Haven,CT,POINT (-72.751087 41.317083),41.317083,-72.751087
Autumn Lake Healthcare at Norwalk,Nursing Facility,34 Midrocks Road,Norwalk,,Fairfield,CT,POINT (-73.415254 41.142315),41.142315,-73.415254
"Regency Heights of Windham, LLC",Nursing Facility,595 Valley Street,Willimantic,,Windham,CT,POINT (-72.229126 41.716836),41.716836,-72.229126
Lord Chamberlain Nursing & Rehabilitation Center,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Bel-Air Manor Nursing & Rehabilitation Center,Nursing Facility,256 New Britain Avenue,Newington,,Hartford,CT,POINT (-72.73245 41.674685),41.674685,-72.73245
River Glen Health Care Center,Nursing Facility,162 South Britain Road,Southbury,,New Haven,CT,POINT (-73.238498 41.461186),41.461186,-73.238498
Essex Meadows Health Center,Nursing Facility,30 Bokum Road,Essex,,Middlesex,CT,POINT (-72.410763 41.338327),41.338327,-72.410763
"Bidwell Care Center, LLC of Manchester, CT d/b/a/ Touchpoints at Manchester",Nursing Facility,333 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.545849 41.759594),41.759594,-72.545849
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
The Watermark at 3030,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
Apple Rehab Guilford,Nursing Facility,10 Boston Post Road,Guilford,,New Haven,CT,POINT (-72.64783 41.285595),41.285595,-72.64783
"Notre Dame Convalescent Home, Inc.",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
Mystic Healthcare and Rehabilitation Center,Nursing Facility,475 High Street,Mystic,,New London,CT,POINT (-71.974014 41.364388),41.364388,-71.974014
Walnut Hill Care Center,Nursing Facility,55 Grand Street,New Britain,,Hartford,CT,POINT (-72.785102 41.662108),41.662108,-72.785102
"Hughes Health and Rehabilitation, Inc.",Nursing Facility,29 Highland Street,West Hartford,,Hartford,CT,POINT (-72.718027 41.767504),41.767504,-72.718027
RegalCare at Waterbury,Nursing Facility,177 Whitewood Road,Waterbury,,New Haven,CT,POINT (-73.081309 41.576911),41.576911,-73.081309
Cook-Willow Health & Rehabilitation Center,Nursing Facility,81 Hillside Avenue,Plymouth,,Litchfield,CT,POINT (-73.059106 41.667181),41.667181,-73.059106
Brookview Corp.  d/b/a West Hartford Health and Rehabilitation Center,Nursing Facility,130 Loomis Drive,West Hartford,,Hartford,CT,POINT (-72.73995 41.76687),41.76687,-72.73995
Gladview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Fresh River Healthcare,Nursing Facility,96 Prospect Hill Road,East Windsor,,Hartford,CT,POINT (-72.606229 41.925372),41.925372,-72.606229
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
Touchpoints at Manchester,Nursing Facility,333 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.545849 41.759594),41.759594,-72.545849
Apple Rehab Saybrook,Nursing Facility,1775 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.420475 41.28446),41.28446,-72.420475
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
Quinnipiac Valley Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
Newington Rapid Recovery Rehab Center,Nursing Facility,240 Church Street,Newington,,Hartford,CT,POINT (-72.73936300000001 41.665919),41.665919,-72.739363
Silver Springs Care Center,Nursing Facility,33 Roy Street,Meriden,,New Haven,CT,POINT (-72.804701 41.525279),41.525279,-72.804701
Blair Manor,Nursing Facility,612 Hazard Avenue,Enfield,,Hartford,CT,POINT (-72.506893 41.98519),41.98519,-72.506893
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
Douglas Manor,Nursing Facility,103 North Road,Windham,,Windham,CT,POINT (-72.163347 41.705233),41.705233,-72.163347
Autumn Lake Healthcare at Norwalk,Nursing Facility,34 Midrocks Road,Norwalk,,Fairfield,CT,POINT (-73.415254 41.142315),41.142315,-73.415254
Harbor View Manor,Nursing Facility,308 Savin Avenue,West Haven,,New Haven,CT,POINT (-72.950838 41.260554),41.260554,-72.950838
"Colonial Health and Rehab Center of Plainfield, LLC",Nursing Facility,16 Windsor Avenue,Plainfield,,Windham,CT,POINT (-71.918016 41.681773),41.681773,-71.918016
Bishop Wicke Health & Rehab Center,Nursing Facility,584 Long Hill Avenue,Shelton,,Fairfield,CT,POINT (-73.098403 41.281872),41.281872,-73.098403
Maple View Health and Rehabilitation,Nursing Facility,856 Maple Street,Rocky Hill,,Hartford,CT,POINT (-72.666639 41.673965),41.673965,-72.666639
"Wolcott Hall Nursing Center, Inc.",Nursing Facility,215 Forest Street,Torrington,,Litchfield,CT,POINT (-73.128142 41.80896),41.80896,-73.128142
Riverside Health and Rehabilitation Center,Nursing Facility,745 Main Street,East Hartford,,Hartford,CT,POINT (-72.64546 41.766505),41.766505,-72.64546
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
"New Milford Rehabilitation, LLC",Nursing Facility,30 Park Lane East,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
Kimberly Hall North,Nursing Facility,1 Emerson Drive,Windsor,,Hartford,CT,POINT (-72.666767 41.837832),41.837832,-72.666767
Beechwood Rehabilitation & Nursing Center,Nursing Facility,31 Vauxhall Street,New London,,New London,CT,POINT (-72.104438 41.361035),41.361035,-72.104438
Saint John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
Branford Hills Health Care Center,Nursing Facility,189 Alps Road,Branford,,New Haven,CT,POINT (-72.846696 41.264185),41.264185,-72.846696
Montowese Health & Rehabilitation Center,Nursing Facility,163 Quinnipiac Avenue,North Haven,,New Haven,CT,POINT (-72.863569 41.346922),41.346922,-72.863569
Bayview Health Care,Nursing Facility,301 Rope Ferry Road,Waterford,,New London,CT,POINT (-72.165413 41.327443),41.327443,-72.165413
