Facility ID,Facility Name,Description,Facility Address 1,Facility City,Facility State,Facility Zip Code,Facility County,Facility Latitude,Facility Longitude,Facility Location,Full Address
9582,Westside Academy at Blodgett,School Based Diagnostic and Treatment Center Extension Clinic,312 Oswego Street,Syracuse,New York,13204,Onondaga,43.04467,-76.164642,"(43.04467, -76.164642)","312 Oswego Street, Syracuse, NY, US"
6767,BMS at Genesis,Diagnostic and Treatment Center Extension Clinic,360 Snediker Avenue,East New York,New York,11207,Bronx,40.666336,-73.90029100000001,"(40.666336, -73.90029100000001)","360 Snediker Avenue, East New York, NY, US"
128,Chenango Memorial Hospital Inc,Hospital,179 North Broad St,Norwich,New York,13815,Chenango,42.541813,-75.524773,"(42.541813, -75.524773)","179 North Broad St, Norwich, NY, US"
740,Aurelia Osborn Fox Memorial Hospital,Residential Health Care Facility - SNF,One Norton Avenue,Oneonta,New York,13820,Otsego,42.457405,-75.05326099999999,"(42.457405, -75.05326099999999)","One Norton Avenue, Oneonta, NY, US"
3561,HCR / HCR Home Care,Long Term Home Health Care Program,"6007 Fair Lakes Road, Suite 200",East Syracuse,New York,13057,Onondaga,43.093097,-76.07033299999999,"(43.093097, -76.07033299999999)","6007 Fair Lakes Road, Suite 200, East Syracuse, NY, US"
10202,Homecrest District Health Center,Diagnostic and Treatment Center Extension Clinic,1601 Avenue S,Brooklyn,New York,11229,Kings,40.603871000000005,-73.95590200000001,"(40.603871000000005, -73.95590200000001)","1601 Avenue S, Brooklyn, NY, US"
4810,Fingerlakes Medical Care Center,Hospital Extension Clinic,303 Grant Avenue,Auburn,New York,13021,Cayuga,42.954887,-76.54409,"(42.954887, -76.54409)","303 Grant Avenue, Auburn, NY, US"
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,301 Hackett Blvd,Albany,New York,12208,Albany,42.653301,-73.80501600000001,"(42.653301, -73.80501600000001)","301 Hackett Blvd, Albany, NY, US"
6820,Mobile Medical Unit,Diagnostic and Treatment Center Extension Clinic,8 East Third Street,New York,New York,10003,New York,40.726082,-73.99121099999999,"(40.726082, -73.99121099999999)","8 East Third Street, New York, NY, US"
6087,I S 166,School Based Diagnostic and Treatment Center Extension Clinic,800 Van Siclen Avenue,Brooklyn,New York,11207,Kings,40.660538,-73.885765,"(40.660538, -73.885765)","800 Van Siclen Avenue, Brooklyn, NY, US"
9345,Strong Eastside Orthopedics & Rehab Clinic,Hospital Extension Clinic,2064 Fairport Nine Mile Point Road,Penfield,New York,14526,Monroe,43.133602,-77.441673,"(43.133602, -77.441673)","2064 Fairport Nine Mile Point Road, Penfield, NY, US"
5770,St. Charles Rehabilitation,Hospital Extension Clinic,240 Middle Country Road,Smithtown,New York,11787,Suffolk,40.855717,-73.180984,"(40.855717, -73.180984)","240 Middle Country Road, Smithtown, NY, US"
832,Planned Parenthood Schenectady Health Center,Diagnostic and Treatment Center Extension Clinic,1040 State Street,Schenectady,New York,12305,Schenectady,42.801655,-73.928139,"(42.801655, -73.928139)","1040 State Street, Schenectady, NY, US"
10179,P.S. 044 Thomas C. Brown,School Based Hospital Extension Clinic,80 Maple Parkway,Staten Island,New York,10303,Richmond,40.631687,-74.15731,"(40.631687, -74.15731)","80 Maple Parkway, Staten Island, NY, US"
2632,Montefiore Mount Vernon Methadone Maintenance Treatment Center,Hospital Extension Clinic,3 South 6th Avenue,Mount Vernon,New York,10551,Westchester,40.911053,-73.838814,"(40.911053, -73.838814)","3 South 6th Avenue, Mount Vernon, NY, US"
9451,Champlain Family Health,Diagnostic and Treatment Center Extension Clinic,828 State Route 11,Champlain,New York,12919-4966,Clinton,44.978494,-73.44037800000001,"(44.978494, -73.44037800000001)","828 State Route 11, Champlain, NY, US"
10156,Henry Street School,School Based Diagnostic and Treatment Center Extension Clinic,220 Henry Street,Manhattan,New York,10002,New York,40.713604,-73.98631,"(40.713604, -73.98631)","220 Henry Street, Manhattan, NY, US"
721,Orchard Rehabilitation & Nursing Center,Residential Health Care Facility - SNF,600 Bates Road,Medina,New York,14103,Orleans,43.213066,-78.37011700000001,"(43.213066, -78.37011700000001)","600 Bates Road, Medina, NY, US"
98,"Brooks-TLC Hospital System, Inc.",Hospital,529 Central Avenue,Dunkirk,New York,14048,Chautauqua,42.480774,-79.33386999999999,"(42.480774, -79.33386999999999)","529 Central Avenue, Dunkirk, NY, US"
6862,Methadone Maintenance Treatment Program,Hospital Extension Clinic,2 Barbarosa Lane,Kingston,New York,12401,Ulster,41.944061,-74.024055,"(41.944061, -74.024055)","2 Barbarosa Lane, Kingston, NY, US"
10375,Little Falls Hospital West Winfield Health Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,544 East Main Street,West Winfield,New York,13491,Herkimer,42.8855165,-75.1828722,"(42.8855165, -75.1828722)","544 East Main Street, West Winfield, NY, US"
1073,Bayberry Nursing Home,Residential Health Care Facility - SNF,40 Keogh Lane,New Rochelle,New York,10805,Westchester,40.892162,-73.784172,"(40.892162, -73.784172)","40 Keogh Lane, New Rochelle, NY, US"
6542,Therapy Connection at Millbrook,Hospital Extension Clinic,Route 44,Millbrook,New York,12545,Dutchess,41.793243,-73.716637,"(41.793243, -73.716637)","Route 44, Millbrook, NY, US"
7020,Westbury/New Cassel Family Health Center,Diagnostic and Treatment Center Extension Clinic,682 Union Avenue,New Cassel,New York,11590,Nassau,40.761124,-73.575806,"(40.761124, -73.575806)","682 Union Avenue, New Cassel, NY, US"
5941,Narco Freedom-561 Court Street,Diagnostic and Treatment Center Extension Clinic,553-561 Court Street,Brooklyn,New York,11231,Kings,40.673621999999995,-74.000046,"(40.673621999999995, -74.000046)","553-561 Court Street, Brooklyn, NY, US"
583,Mount St Marys Hospital and Health Center,Hospital,5300 Military Road,Lewiston,New York,14092,Niagara,43.154659,-79.030556,"(43.154659, -79.030556)","5300 Military Road, Lewiston, NY, US"
6965,CAH Medical Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,3 Bridge Street,Carthage,New York,13619,Jefferson,43.974517999999996,-75.614525,"(43.974517999999996, -75.614525)","3 Bridge Street, Carthage, NY, US"
9379,West Side GI,Diagnostic and Treatment Center,619 West 54th Street,New York,New York,10019,New York,40.769203000000005,-73.994598,"(40.769203000000005, -73.994598)","619 West 54th Street, New York, NY, US"
9198,Eddy Village Green at Beverwyck,Residential Health Care Facility - SNF,40 Autumn Drive,Slingerlands,New York,12159,Albany,42.658390000000004,-73.83850100000001,"(42.658390000000004, -73.83850100000001)","40 Autumn Drive, Slingerlands, NY, US"
10128,SJRH-Outpatient Physical Therapy,Hospital Extension Clinic,1088 North Broadway,Yonkers,New York,10701,Westchester,40.972547,-73.883093,"(40.972547, -73.883093)","1088 North Broadway, Yonkers, NY, US"
4098,Bassett Healthcare Norwich,Hospital Extension Clinic,55 Calvary Drive,Norwich,New York,13815,Otsego,42.546238,-75.527237,"(42.546238, -75.527237)","55 Calvary Drive, Norwich, NY, US"
6986,Avon Foundation Breast Imaging Center,Hospital Extension Clinic,1130 St Nichols Avenue,New York,New York,10032,New York,40.839909000000006,-73.939713,"(40.839909000000006, -73.939713)","1130 St Nichols Avenue, New York, NY, US"
4496,Stony Brook Technology Center,Hospital Extension Clinic,33 Research Way,East Setauket,New York,11733,Suffolk,40.902145000000004,-73.08671600000001,"(40.902145000000004, -73.08671600000001)","33 Research Way, East Setauket, NY, US"
9405,Roswell Park Cancer Institute Niagara,Hospital Extension Clinic,6934 Williams Road,Niagara Falls,New York,14304,Niagara,43.084652,-78.94072,"(43.084652, -78.94072)","6934 Williams Road, Niagara Falls, NY, US"
4286,Huntington Living Center,Residential Health Care Facility - SNF,369 East Main Street,Waterloo,New York,13165,Seneca,42.901783,-76.846703,"(42.901783, -76.846703)","369 East Main Street, Waterloo, NY, US"
10048,"Care for the Homeless, Inc.",Diagnostic and Treatment Center Extension Clinic,175-10 88th Avenue,Jamaica,New York,11432,Queens,40.710953,-73.786575,"(40.710953, -73.786575)","175-10 88th Avenue, Jamaica, NY, US"
1153,Wyoming County Community Hospital,Hospital,400 North Main Street,Warsaw,New York,14569,Wyoming,42.753513,-78.13245400000001,"(42.753513, -78.13245400000001)","400 North Main Street, Warsaw, NY, US"
1593,Twin Tier Home Health Inc,Certified Home Health Agency,601 Riverside Drive,Johnson City,New York,13790,Broome,42.106472,-75.965775,"(42.106472, -75.965775)","601 Riverside Drive, Johnson City, NY, US"
10053,East Islip Dialysis,Diagnostic and Treatment Center,200 Carleton Avenue,East Islip,New York,11730,Suffolk,40.740743,-73.193226,"(40.740743, -73.193226)","200 Carleton Avenue, East Islip, NY, US"
10097,Sunnyview Therapy Services at 1450 Western Avenue,Hospital Extension Clinic,"1450 Western Avenue, Suite 101",Albany,New York,12203,Albany,42.680745,-73.83681700000001,"(42.680745, -73.83681700000001)","1450 Western Avenue, Suite 101, Albany, NY, US"
288,Beechwood Homes,Residential Health Care Facility - SNF,2235 Millersport Highway,Getzville,New York,14068,Erie,43.009171,-78.772995,"(43.009171, -78.772995)","2235 Millersport Highway, Getzville, NY, US"
9707,Barry Street Health Center,Hospital Extension Clinic,528 North Barry Street,Olean,New York,14760,Cattaraugus,42.084540999999994,-78.427841,"(42.084540999999994, -78.427841)","528 North Barry Street, Olean, NY, US"
9007,Caroga Lake Primary Care Center,Hospital Extension Clinic,1840 State Highway 10,Caroga Lake,New York,12032,Fulton,43.155155,-74.486397,"(43.155155, -74.486397)","1840 State Highway 10, Caroga Lake, NY, US"
9564,VBMC Cardiac Testing & Rehabilitation Center,Hospital Extension Clinic,115 Delafield Street,Poughkeepsie,New York,12601,Dutchess,41.71516,-73.93319699999999,"(41.71516, -73.93319699999999)","115 Delafield Street, Poughkeepsie, NY, US"
1376,Schulman and Schachne Institute for Nursing And Rehabilitation,Residential Health Care Facility - SNF,555 Rockaway Parkway,Brooklyn,New York,11212,Kings,40.655045,-73.913261,"(40.655045, -73.913261)","555 Rockaway Parkway, Brooklyn, NY, US"
10065,The Floating Hospital,Diagnostic and Treatment Center Extension Clinic,10-29 41st Avenue,Long Island City,New York,11101,Queens,40.756084,-73.946329,"(40.756084, -73.946329)","10-29 41st Avenue, Long Island City, NY, US"
6226,Community Medicine-East Utica,Hospital Extension Clinic,1256 Culver Ave,Utica,New York,13501,Oneida,43.080975,-75.205551,"(43.080975, -75.205551)","1256 Culver Ave, Utica, NY, US"
928,HRHCare Brentwood,Diagnostic and Treatment Center Extension Clinic,1869 Brentwood Road,Brentwood,New York,11717,Suffolk,40.779213,-73.246094,"(40.779213, -73.246094)","1869 Brentwood Road, Brentwood, NY, US"
5713,Alcohol Treatment Services,Hospital Extension Clinic,22 Rockledge Avenue,Ossining,New York,10562,Westchester,41.144711,-73.863106,"(41.144711, -73.863106)","22 Rockledge Avenue, Ossining, NY, US"
9246,"Mount St. Mary's Ear, Nose and Throat Services",Hospital Extension Clinic,6941 Elaine Drive,Niagara Falls,New York,14304,Niagara,43.0858,-78.944298,"(43.0858, -78.944298)","6941 Elaine Drive, Niagara Falls, NY, US"
9322,Putnam Gastroenterology,Diagnostic and Treatment Center,667 Stoneleigh Avenue,Carmel,New York,10512,Putnam,41.386158,-73.664238,"(41.386158, -73.664238)","667 Stoneleigh Avenue, Carmel, NY, US"
6008,Brookdale Family Care Center Inc,Diagnostic and Treatment Center,2554 Linden Blvd,Brooklyn,New York,11208,Kings,40.667792999999996,-73.869911,"(40.667792999999996, -73.869911)","2554 Linden Blvd, Brooklyn, NY, US"
3227,Four Seasons Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,1555 Rockaway Parkway,Brooklyn,New York,11236,Kings,40.642799,-73.899612,"(40.642799, -73.899612)","1555 Rockaway Parkway, Brooklyn, NY, US"
3433,Smithtown Center for Rehabilitation & Nursing Care,Residential Health Care Facility - SNF,391 North Country Road,Smithtown,New York,11787,Suffolk,40.872643,-73.171196,"(40.872643, -73.171196)","391 North Country Road, Smithtown, NY, US"
9720,Kernan Elementary School,School Based Diagnostic and Treatment Center Extension Clinic,949 York Street,Utica,New York,13502,Oneida,43.104454,-75.25131999999999,"(43.104454, -75.25131999999999)","949 York Street, Utica, NY, US"
9992,U.S. Renal Care West Cheektowaga Dialysis,Diagnostic and Treatment Center,2861 Harlem Road,Cheektowaga,New York,14225,Erie,42.921596,-78.783651,"(42.921596, -78.783651)","2861 Harlem Road, Cheektowaga, NY, US"
3989,Gurwin Jewish Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,68 Hauppauge Road,Commack,New York,11725,Suffolk,40.828209,-73.29989599999999,"(40.828209, -73.29989599999999)","68 Hauppauge Road, Commack, NY, US"
6488,Riverside Family Medical Group,Hospital Extension Clinic,"Village Plaza, 35 Lower Hudson Ave",Green Island,New York,12183,Albany,42.734126,-73.696086,"(42.734126, -73.696086)","Village Plaza, 35 Lower Hudson Ave, Green Island, NY, US"
4408,Renaissance Health Care Network,Diagnostic and Treatment Center,264 West 118th Street,New York,New York,10026,New York,40.805305,-73.953568,"(40.805305, -73.953568)","264 West 118th Street, New York, NY, US"
9458,Morris Heights Center 233rd Street,Diagnostic and Treatment Center Extension Clinic,825 E 233rd Street,Bronx,New York,10453,Bronx,40.892262,-73.853622,"(40.892262, -73.853622)","825 E 233rd Street, Bronx, NY, US"
89,Summit Pediatrics,Diagnostic and Treatment Center Extension Clinic,13 North Fulton Street,Auburn,New York,13021,Cayuga,42.934585999999996,-76.559364,"(42.934585999999996, -76.559364)","13 North Fulton Street, Auburn, NY, US"
7567,Maimonides Adult/Ped Dental Center,Hospital Extension Clinic,4303-4305 13th Avenue,Brooklyn,New York,11219,Kings,40.638279,-73.988632,"(40.638279, -73.988632)","4303-4305 13th Avenue, Brooklyn, NY, US"
9032,FonClair Terrace Primary Care Center,Hospital Extension Clinic,2 FonClair Terrace,Johnstown,New York,12095,Fulton,42.996834,-74.362953,"(42.996834, -74.362953)","2 FonClair Terrace, Johnstown, NY, US"
9025,Sidney Primary Care,Hospital Extension Clinic,59 River Street,Sidney,New York,13838,Delaware,42.312908,-75.398003,"(42.312908, -75.398003)","59 River Street, Sidney, NY, US"
9822,Medical Associates of Penfield,Hospital Extension Clinic,1835 Fairport Nine Mile Point Road,Penfield,New York,14526,Monroe,43.149612,-77.43712099999999,"(43.149612, -77.43712099999999)","1835 Fairport Nine Mile Point Road, Penfield, NY, US"
10189,Watervliet Jr./Sr. High School,School Based Diagnostic and Treatment Center Extension Clinic,1245 Hillside Dr.,Watervliet,New York,12189,Albany,42.730493,-73.716832,"(42.730493, -73.716832)","1245 Hillside Dr., Watervliet, NY, US"
9877,"Union Community Health Center, Site 6",Diagnostic and Treatment Center Extension Clinic,2016 Bronxdale Avenue,Bronx,New York,10457,Bronx,40.85027,-73.865236,"(40.85027, -73.865236)","2016 Bronxdale Avenue, Bronx, NY, US"
870,St. James Hospital,Hospital,7329 Seneca Road North,Hornell,New York,14843,Steuben,42.314438,-77.660164,"(42.314438, -77.660164)","7329 Seneca Road North, Hornell, NY, US"
6580,"ODA Primary Health Care Network, Inc.",Diagnostic and Treatment Center Extension Clinic,329 Hewes Street,Brooklyn,New York,11211,Kings,40.706771999999994,-73.9533,"(40.706771999999994, -73.9533)","329 Hewes Street, Brooklyn, NY, US"
10102,East Hills Surgery Center,Diagnostic and Treatment Center,2200 Northern Boulevard,East Hills,New York,11548,Nassau,40.807559999999995,-73.633685,"(40.807559999999995, -73.633685)","2200 Northern Boulevard, East Hills, NY, US"
624,Trustees of the Eastern Star Hall and Home of the State of New York,Residential Health Care Facility - SNF,8290 State Rt 69 (PO Box S),Oriskany,New York,13424,Oneida,43.164825,-75.339493,"(43.164825, -75.339493)","8290 State Rt 69 (PO Box S), Oriskany, NY, US"
8602,Maimonides Women's Services 9th Avenue,Hospital Extension Clinic,4422 9th Avenue,Brooklyn,New York,11219,Bronx,40.642967,-73.998276,"(40.642967, -73.998276)","4422 9th Avenue, Brooklyn, NY, US"
10239,Surgical Pain Center of the Adirondacks LLC,Diagnostic and Treatment Center,470 Tom Miller Road,Plattsburgh,New York,12901,Clinton,44.704899,-73.521612,"(44.704899, -73.521612)","470 Tom Miller Road, Plattsburgh, NY, US"
6775,Whitney M Young Troy Health Center,Diagnostic and Treatment Center Extension Clinic,849 2nd Avenue,Troy,New York,12182,Rensselaer,42.75639,-73.681862,"(42.75639, -73.681862)","849 2nd Avenue, Troy, NY, US"
6061,Primary Care Associates Eastside,Hospital Extension Clinic,276-280 Robinson Street,Binghamton,New York,13904,Broome,42.108273,-75.878555,"(42.108273, -75.878555)","276-280 Robinson Street, Binghamton, NY, US"
3392,Unity Living Center,Residential Health Care Facility - SNF,89 Genesee St,Rochester,New York,14611,Monroe,43.14901,-77.636139,"(43.14901, -77.636139)","89 Genesee St, Rochester, NY, US"
470,Creekview Nursing and Rehab Center,Residential Health Care Facility - SNF,525 Beahan Road,Rochester,New York,14624,Monroe,43.128445,-77.686188,"(43.128445, -77.686188)","525 Beahan Road, Rochester, NY, US"
10020,The HUB Health Center,Diagnostic and Treatment Center Extension Clinic,459 East 149th Street,Bronx,New York,10455,Bronx,40.815529,-73.915253,"(40.815529, -73.915253)","459 East 149th Street, Bronx, NY, US"
9977,PS 288,School Based Hospital Extension Clinic,2950 West 25th Street,Brooklyn,New York,11224,Kings,40.574428000000005,-73.992017,"(40.574428000000005, -73.992017)","2950 West 25th Street, Brooklyn, NY, US"
7588,Penfield Family Medicine,Hospital Extension Clinic,2212 Penfield Road,Penfield,New York,14526,Monroe,43.130775,-77.438194,"(43.130775, -77.438194)","2212 Penfield Road, Penfield, NY, US"
6285,Sleep Disorder/Pulmonary Function Testing Services,Hospital Extension Clinic,2337 South Clinton Avenue,Rochester,New York,14618,Monroe,43.113281,-77.597427,"(43.113281, -77.597427)","2337 South Clinton Avenue, Rochester, NY, US"
2544,Campbell Hall Rehabilitation Center Inc,Residential Health Care Facility - SNF,23 Kiernan Rd,Campbell Hall,New York,10916,Orange,41.45332,-74.280342,"(41.45332, -74.280342)","23 Kiernan Rd, Campbell Hall, NY, US"
7768,Hudson Valley Endoscopic Center,Diagnostic and Treatment Center,400 Westage Business Center,Fishkill,New York,12524,Dutchess,41.524715,-73.895485,"(41.524715, -73.895485)","400 Westage Business Center, Fishkill, NY, US"
10043,Bronx Medical and Wellness Center,Diagnostic and Treatment Center Extension Clinic,1227 Edward L. Grant Highway,Bronx,New York,10452,Bronx,40.836543,-73.922493,"(40.836543, -73.922493)","1227 Edward L. Grant Highway, Bronx, NY, US"
1637,NewYork-Presbyterian/Queens,Hospital,56-45 Main Street,Flushing,New York,11355,Queens,40.747516999999995,-73.826035,"(40.747516999999995, -73.826035)","56-45 Main Street, Flushing, NY, US"
362,Little Falls Hospital,Primary Care Hospital - Critical Access Hospital,140 Burwell Street,Little Falls,New York,13365,Herkimer,43.043964,-74.84745799999999,"(43.043964, -74.84745799999999)","140 Burwell Street, Little Falls, NY, US"
7531,PS 197/John Russwurm,School Based Diagnostic and Treatment Center Extension Clinic,2230 Fifth Avenue,New York,New York,10037,New York,40.813297,-73.937309,"(40.813297, -73.937309)","2230 Fifth Avenue, New York, NY, US"
9802,Unity Orthopedics at Chili,Hospital Extension Clinic,2115 Chili Avenue,Rochester,New York,14624,Monroe,43.130204,-77.690004,"(43.130204, -77.690004)","2115 Chili Avenue, Rochester, NY, US"
4072,Mental Health Clinic,Hospital Extension Clinic,1 Main St,Dansville,New York,14437,Livingston,42.551441,-77.686127,"(42.551441, -77.686127)","1 Main St, Dansville, NY, US"
1354,Indian Lake Health Center,Diagnostic and Treatment Center Extension Clinic,6356 NYS Route 30,Indian Lake,New York,12842-2021,Hamilton,43.783006,-74.27185899999999,"(43.783006, -74.27185899999999)","6356 NYS Route 30, Indian Lake, NY, US"
9683,"Community Health Center of Richmond, Inc.",Diagnostic and Treatment Center Extension Clinic,439 Port Richmond Avenue,Staten Island,New York,10302,Richmond,40.63139,-74.13846600000001,"(40.63139, -74.13846600000001)","439 Port Richmond Avenue, Staten Island, NY, US"
9419,HealthAlliance Hosp Bdwy Campus Radiology and PT,Hospital Extension Clinic,16 West Bridge Street,Saugerties,New York,12477,Ulster,42.076492,-73.954826,"(42.076492, -73.954826)","16 West Bridge Street, Saugerties, NY, US"
4703,Samaritan Health Village 53rd St,Diagnostic and Treatment Center Extension Clinic,225 East 53rd Street,New York,New York,10022,New York,40.757301,-73.968307,"(40.757301, -73.968307)","225 East 53rd Street, New York, NY, US"
7611,Joseph P Addabbo Family Health Center,Diagnostic and Treatment Center Extension Clinic,1284-1292 Central Aveune,Far Rockaway,New York,11691,Queens,40.607696999999995,-73.74900799999999,"(40.607696999999995, -73.74900799999999)","1284-1292 Central Aveune, Far Rockaway, NY, US"
2676,Beth Israel Med Center #2,Hospital Extension Clinic,103 East 125th Street,New York,New York,10035,New York,40.804955,-73.938629,"(40.804955, -73.938629)","103 East 125th Street, New York, NY, US"
9680,Island Digestive Health Center,Diagnostic and Treatment Center,471 Montauk Highway,West Islip,New York,11795,Suffolk,40.697083,-73.311409,"(40.697083, -73.311409)","471 Montauk Highway, West Islip, NY, US"
9965,HRHCare Poughkeepsie Washington Street,Diagnostic and Treatment Center Extension Clinic,75 Washington Street,Poughkeepsie,New York,12601,Dutchess,41.708555,-73.928162,"(41.708555, -73.928162)","75 Washington Street, Poughkeepsie, NY, US"
5717,Unity Dental Group - Penfield,Hospital Extension Clinic,2060 Fairport-Nine Mile Point Road,Penfield,New York,14526,Monroe,43.133891999999996,-77.44171899999999,"(43.133891999999996, -77.44171899999999)","2060 Fairport-Nine Mile Point Road, Penfield, NY, US"
9739,"Your Choice at Home, Inc.",Certified Home Health Agency,380 Henry Street,Brooklyn,New York,11201,Kings,40.688433,-73.99777399999999,"(40.688433, -73.99777399999999)","380 Henry Street, Brooklyn, NY, US"
3946,"Hospice of the North Country, Inc",Hospice,358 Tom Miller Road,Plattsburgh,New York,12901,Clinton,44.705425,-73.511009,"(44.705425, -73.511009)","358 Tom Miller Road, Plattsburgh, NY, US"
7792,Lynbrook Dialysis Center,Diagnostic and Treatment Center Extension Clinic,147 Scranton Road,Lynbrook,New York,11563,Nassau,40.655846000000004,-73.68504300000001,"(40.655846000000004, -73.68504300000001)","147 Scranton Road, Lynbrook, NY, US"
6746,Jamestown High School,School Based Diagnostic and Treatment Center Extension Clinic,350 East Second Street,Jamestown,New York,14701,Chautauqua,42.096546000000004,-79.236122,"(42.096546000000004, -79.236122)","350 East Second Street, Jamestown, NY, US"
10121,X 113,School Based Hospital Extension Clinic,3710 Barnes Ave,Bronx,New York,10467,Bronx,40.880854,-73.860834,"(40.880854, -73.860834)","3710 Barnes Ave, Bronx, NY, US"
7073,Sauquoit Medical Office,Hospital Extension Clinic,2888 Oneida Street,Sauquoit,New York,13456,Oneida,43.001995,-75.25853000000001,"(43.001995, -75.25853000000001)","2888 Oneida Street, Sauquoit, NY, US"
6999,Schyler Achievement Academy,School Based Diagnostic and Treatment Center Extension Clinic,676 Clinton Avenue,Albany,New York,12206,Albany,42.668221,-73.774284,"(42.668221, -73.774284)","676 Clinton Avenue, Albany, NY, US"
4464,Brockport Mental Health O/P,Hospital Extension Clinic,3 Park Avenue,Brockport,New York,14420,Monroe,43.21497,-77.935463,"(43.21497, -77.935463)","3 Park Avenue, Brockport, NY, US"
651,Houghton Rehabilitation & Nursing Center,Residential Health Care Facility - SNF,9876 Luckey Dr,Houghton,New York,14744,Allegany,42.426323,-78.162926,"(42.426323, -78.162926)","9876 Luckey Dr, Houghton, NY, US"
9524,BMS at Ashford,Diagnostic and Treatment Center Extension Clinic,650 Ashford Street,Brooklyn,New York,11207,Kings,40.665783000000005,-73.88314100000001,"(40.665783000000005, -73.88314100000001)","650 Ashford Street, Brooklyn, NY, US"
5781,Buffalo Hearing and Speech Center Inc,Diagnostic and Treatment Center,50 E North Street,Buffalo,New York,14203,Erie,42.902245,-78.866837,"(42.902245, -78.866837)","50 E North Street, Buffalo, NY, US"
1003,Hudson Valley Rehabilitation & Extended Care Center,Residential Health Care Facility - SNF,260 Vineyard Ave,Highland,New York,12528,Ulster,41.703918,-73.980133,"(41.703918, -73.980133)","260 Vineyard Ave, Highland, NY, US"
152,Pine Haven Home,Residential Health Care Facility - SNF,NY Route 217,Philmont,New York,12565,Columbia,42.248978,-73.649857,"(42.248978, -73.649857)","NY Route 217, Philmont, NY, US"
9927,Williamsbridge Home Dialysis Center,Diagnostic and Treatment Center Extension Clinic,"3525 White Plains Road, Suite A",Bronx,New York,10467,Bronx,40.878051,-73.866557,"(40.878051, -73.866557)","3525 White Plains Road, Suite A, Bronx, NY, US"
324,Adirondack Medical Center-Saranac Lake Site,Hospital,"2233 State Route 86, P.O. Box 471",Saranac Lake,New York,12983,Franklin,44.343928999999996,-74.144363,"(44.343928999999996, -74.144363)","2233 State Route 86, P.O. Box 471, Saranac Lake, NY, US"
1249,Triboro Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,1160 Teller Ave,Bronx,New York,10456,Bronx,40.831406,-73.912041,"(40.831406, -73.912041)","1160 Teller Ave, Bronx, NY, US"
7675,East Tremont Medical Center,Diagnostic and Treatment Center Extension Clinic,930 East Tremont Avenue,Bronx,New York,10460,Bronx,40.841633,-73.88359100000001,"(40.841633, -73.88359100000001)","930 East Tremont Avenue, Bronx, NY, US"
1492,Settlement Health,Diagnostic and Treatment Center,212 East 106th Street,New York,New York,10029,New York,40.791229,-73.944023,"(40.791229, -73.944023)","212 East 106th Street, New York, NY, US"
2882,St Martin De Porres Clinic,Hospital Extension Clinic,480 Alabama Avenue,Brooklyn,New York,11207,Kings,40.664169,-73.896873,"(40.664169, -73.896873)","480 Alabama Avenue, Brooklyn, NY, US"
1139,Westchester Medical Center,Hospital,100 Woods Road,Valhalla,New York,10595,Westchester,41.086855,-73.803666,"(41.086855, -73.803666)","100 Woods Road, Valhalla, NY, US"
3875,Hudson Valley Hospice,Hospice,374 Violet Avenue,Poughkeepsie,New York,12601,Dutchess,41.737858,-73.909355,"(41.737858, -73.909355)","374 Violet Avenue, Poughkeepsie, NY, US"
7050,Open Door Family Med Center Inc,Diagnostic and Treatment Center Extension Clinic,5 Grace Church Street,Port Chester,New York,10573,Westchester,40.997623,-73.665337,"(40.997623, -73.665337)","5 Grace Church Street, Port Chester, NY, US"
10080,GuildCare Buffalo,Diagnostic and Treatment Center Extension Clinic,1170 Main Street,Buffalo,New York,14209,Erie,42.905473,-78.86798399999999,"(42.905473, -78.86798399999999)","1170 Main Street, Buffalo, NY, US"
6622,SNCH Family Health Center,Hospital Extension Clinic,196 Merrick Road,Oceanside,New York,11572,Nassau,40.653667,-73.629005,"(40.653667, -73.629005)","196 Merrick Road, Oceanside, NY, US"
7083,St Mary's Center ADHCP,Adult Day Health Care Program - Offsite,512 126th Street,New York,New York,10027,New York,40.814484,-73.95609300000001,"(40.814484, -73.95609300000001)","512 126th Street, New York, NY, US"
6990,OLOL SB Mobile Dental Van,School Based Hospital Extension Clinic,219 Front Street,Binghamton,New York,13905,Broome,42.1050348,-75.9157558,"(42.1050348, -75.9157558)","219 Front Street, Binghamton, NY, US"
9431,St. Peter's Addiction Recovery Center,Hospital,3 Mercycare Lane,Guilderland,New York,12084,Albany,42.701252000000004,-73.90496800000001,"(42.701252000000004, -73.90496800000001)","3 Mercycare Lane, Guilderland, NY, US"
7698,Kew Gardens Dialysis Center,Diagnostic and Treatment Center,120-46 Queens Boulevard,Kew Gardens,New York,11415,Queens,40.713260999999996,-73.82888,"(40.713260999999996, -73.82888)","120-46 Queens Boulevard, Kew Gardens, NY, US"
381,Carthage Center for Rehabilitaiton and Nursing,Residential Health Care Facility - SNF,1045 West Street,Carthage,New York,13619,Jefferson,43.986763,-75.59201,"(43.986763, -75.59201)","1045 West Street, Carthage, NY, US"
